# File: WEO2022_elec_params.csv,,,,,,,
# Title: Power technology assumptions of WEO2022,,,,,,,
# Units: in file,,,,,,,
# Source: WEO 2022 (https://www.iea.org/data-and-statistics/data-product/world-energy-outlook-2022-free-dataset#tables-for-scenario-projections),,,,,,,
# Comments: WEO technologies are mapped to GCAM technologies in energy/mappings/weo_elec_mapping.csv. Regions are mapped in energy/mappings/weo_elec_mapping.csv,,,,,,,
# Column types: cnnncccc,,,,,,,
# ----------,,,,,,,
region,2021,2030,2050,scenario,Unit,technology,subsector
United States,NA,0.46,0.49,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Wind offshore,renewables
Japan,NA,0.44,0.46,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Wind offshore,renewables
Russia,NA,0.42,0.44,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Wind offshore,renewables
China,NA,0.39,0.43,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Wind offshore,renewables
India,NA,0.37,0.39,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Wind offshore,renewables
Middle East,NA,0.37,0.39,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Wind offshore,renewables
Africa,NA,0.4,0.43,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Wind offshore,renewables
Brazil,NA,0.51,0.53,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Wind offshore,renewables
European Union,NA,0.4,0.4,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Hydropower - large-scale unit,renewables
United States,NA,0.4,0.4,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Hydropower - large-scale unit,renewables
Japan,NA,0.5,0.5,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Hydropower - large-scale unit,renewables
Russia,NA,0.4,0.4,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Hydropower - large-scale unit,renewables
China,NA,0.35,0.35,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Hydropower - large-scale unit,renewables
India,NA,0.4,0.4,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Hydropower - large-scale unit,renewables
Middle East,NA,0.15,0.15,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Hydropower - large-scale unit,renewables
Africa,NA,0.5,0.5,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Hydropower - large-scale unit,renewables
Brazil,NA,0.5,0.5,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Hydropower - large-scale unit,renewables
European Union,NA,0.25,0.25,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Hydropower - small-scale unit,renewables
United States,NA,0.3,0.3,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Hydropower - small-scale unit,renewables
Japan,NA,0.2,0.2,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Hydropower - small-scale unit,renewables
Russia,NA,0.4,0.4,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Hydropower - small-scale unit,renewables
China,NA,0.35,0.35,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Hydropower - small-scale unit,renewables
India,NA,0.35,0.35,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Hydropower - small-scale unit,renewables
Middle East,NA,0.15,0.15,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Hydropower - small-scale unit,renewables
Africa,NA,0.5,0.5,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Hydropower - small-scale unit,renewables
Brazil,NA,0.5,0.5,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Hydropower - small-scale unit,renewables
European Union,NA,0.6,0.6,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy - Large scale unit,renewables
United States,NA,0.5,0.5,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy - Large scale unit,renewables
Japan,NA,0.6,0.6,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy - Large scale unit,renewables
Russia,NA,0.5,0.5,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy - Large scale unit,renewables
China,NA,0.7,0.7,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy - Large scale unit,renewables
India,NA,0.6,0.6,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy - Large scale unit,renewables
Middle East,NA,0.8,0.8,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy - Large scale unit,renewables
Africa,NA,0.5,0.5,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy - Large scale unit,renewables
Brazil,NA,0.4,0.4,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy - Large scale unit,renewables
European Union,NA,0.6,0.6,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy - Cofiring,renewables
United States,NA,0.7,0.7,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy - Cofiring,renewables
Japan,NA,0.8,0.8,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy - Cofiring,renewables
Russia,NA,0.6,0.6,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy - Cofiring,renewables
China,NA,0.8,0.8,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy - Cofiring,renewables
India,NA,0.6,0.6,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy - Cofiring,renewables
Middle East,NA,0.6,0.6,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy - Cofiring,renewables
Africa,NA,0.4,0.4,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy - Cofiring,renewables
Brazil,NA,0.7,0.7,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy - Cofiring,renewables
European Union,NA,0.7,0.7,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy - Medium-scale CHP,renewables
United States,NA,0.5,0.5,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy - Medium-scale CHP,renewables
Japan,NA,0.6,0.6,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy - Medium-scale CHP,renewables
Russia,NA,0.4,0.4,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy - Medium-scale CHP,renewables
China,NA,0.6,0.6,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy - Medium-scale CHP,renewables
India,NA,0.5,0.5,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy - Medium-scale CHP,renewables
Middle East,NA,0.5,0.5,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy - Medium-scale CHP,renewables
Africa,NA,0.5,0.5,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy - Medium-scale CHP,renewables
Brazil,NA,0.5,0.5,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy - Medium-scale CHP,renewables
European Union,NA,0.6,0.6,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy + CCUS,renewables
United States,NA,0.5,0.5,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy + CCUS,renewables
Japan,NA,0.6,0.6,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy + CCUS,renewables
Russia,NA,0.5,0.5,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy + CCUS,renewables
China,NA,0.7,0.7,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy + CCUS,renewables
India,NA,0.6,0.6,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy + CCUS,renewables
Middle East,NA,0.8,0.8,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy + CCUS,renewables
Africa,NA,0.5,0.5,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy + CCUS,renewables
Brazil,NA,0.4,0.4,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Bioenergy + CCUS,renewables
European Union,NA,0.36,0.42,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Concentrating solar power,renewables
United States,NA,0.34,0.4,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Concentrating solar power,renewables
Japan,NA,NA,NA,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Concentrating solar power,renewables
Russia,NA,NA,NA,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Concentrating solar power,renewables
China,NA,0.36,0.42,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Concentrating solar power,renewables
India,NA,0.3,0.36,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Concentrating solar power,renewables
Middle East,NA,0.36,0.42,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Concentrating solar power,renewables
Africa,NA,0.36,0.42,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Concentrating solar power,renewables
Brazil,NA,0.34,0.4,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Concentrating solar power,renewables
European Union,NA,0.85,0.85,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Geothermal,renewables
United States,NA,0.6,0.6,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Geothermal,renewables
Japan,NA,0.6,0.6,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Geothermal,renewables
Russia,NA,0.65,0.65,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Geothermal,renewables
China,NA,0.5,0.5,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Geothermal,renewables
India,NA,0.5,0.5,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Geothermal,renewables
Middle East,NA,0.8,0.8,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Geothermal,renewables
Africa,NA,0.8,0.8,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Geothermal,renewables
Brazil,NA,NA,NA,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Geothermal,renewables
European Union,NA,0.25,0.25,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Marine,renewables
United States,NA,0.3,0.3,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Marine,renewables
Japan,NA,0.3,0.3,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Marine,renewables
Russia,NA,0.3,0.3,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Marine,renewables
China,NA,0.35,0.35,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Marine,renewables
India,NA,0.3,0.3,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Marine,renewables
Middle East,NA,0.3,0.3,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Marine,renewables
Africa,NA,0.3,0.3,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Marine,renewables
Brazil,NA,NA,NA,Net.Zero.Emissions.by.2050,"Capacity factor
(%)",Marine,renewables
European Union,NA,1.5,1.5,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Solar photovoltaics - Large scale unit,renewables
United States,NA,1.5,1.5,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Solar photovoltaics - Large scale unit,renewables
Japan,NA,1.5,1.5,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Solar photovoltaics - Large scale unit,renewables
Russia,NA,1.5,1.5,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Solar photovoltaics - Large scale unit,renewables
China,NA,1.5,1.5,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Solar photovoltaics - Large scale unit,renewables
India,NA,1.5,1.5,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Solar photovoltaics - Large scale unit,renewables
Middle East,NA,1.5,1.5,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Solar photovoltaics - Large scale unit,renewables
Africa,NA,1.5,1.5,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Solar photovoltaics - Large scale unit,renewables
Brazil,NA,1.5,1.5,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Solar photovoltaics - Large scale unit,renewables
European Union,NA,1,1,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Solar photovoltaics - Buildings,renewables
United States,NA,1,1,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Solar photovoltaics - Buildings,renewables
Japan,NA,1,1,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Solar photovoltaics - Buildings,renewables
Russia,NA,1,1,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Solar photovoltaics - Buildings,renewables
China,NA,1,1,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Solar photovoltaics - Buildings,renewables
India,NA,1,1,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Solar photovoltaics - Buildings,renewables
Middle East,NA,1,1,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Solar photovoltaics - Buildings,renewables
Africa,NA,1,1,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Solar photovoltaics - Buildings,renewables
Brazil,NA,1,1,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Solar photovoltaics - Buildings,renewables
European Union,NA,1.5,1.5,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Wind onshore,renewables
United States,NA,1.5,1.5,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Wind onshore,renewables
Japan,NA,1.5,1.5,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Wind onshore,renewables
Russia,NA,1.5,1.5,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Wind onshore,renewables
China,NA,1.5,1.5,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Wind onshore,renewables
India,NA,1.5,1.5,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Wind onshore,renewables
Middle East,NA,1.5,1.5,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Wind onshore,renewables
Africa,NA,1.5,1.5,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Wind onshore,renewables
Brazil,NA,1.5,1.5,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Wind onshore,renewables
European Union,NA,3,3,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Wind offshore,renewables
United States,NA,3,3,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Wind offshore,renewables
Japan,NA,3,3,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Wind offshore,renewables
Russia,NA,3,3,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Wind offshore,renewables
China,NA,3,3,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Wind offshore,renewables
India,NA,3,3,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Wind offshore,renewables
Middle East,NA,3,3,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Wind offshore,renewables
Africa,NA,3,3,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Wind offshore,renewables
Brazil,NA,3,3,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Wind offshore,renewables
European Union,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Hydropower - large-scale unit,renewables
United States,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Hydropower - large-scale unit,renewables
Japan,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Hydropower - large-scale unit,renewables
Russia,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Hydropower - large-scale unit,renewables
China,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Hydropower - large-scale unit,renewables
India,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Hydropower - large-scale unit,renewables
Middle East,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Hydropower - large-scale unit,renewables
Africa,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Hydropower - large-scale unit,renewables
Brazil,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Hydropower - large-scale unit,renewables
European Union,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Hydropower - small-scale unit,renewables
United States,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Hydropower - small-scale unit,renewables
Japan,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Hydropower - small-scale unit,renewables
Russia,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Hydropower - small-scale unit,renewables
China,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Hydropower - small-scale unit,renewables
India,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Hydropower - small-scale unit,renewables
Middle East,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Hydropower - small-scale unit,renewables
Africa,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Hydropower - small-scale unit,renewables
Brazil,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Hydropower - small-scale unit,renewables
European Union,NA,3,3,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy - Large scale unit,renewables
United States,NA,3,3,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy - Large scale unit,renewables
Japan,NA,3,3,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy - Large scale unit,renewables
Russia,NA,3,3,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy - Large scale unit,renewables
China,NA,3,3,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy - Large scale unit,renewables
India,NA,3,3,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy - Large scale unit,renewables
Middle East,NA,3,3,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy - Large scale unit,renewables
Africa,NA,3,3,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy - Large scale unit,renewables
Brazil,NA,3,0,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy - Large scale unit,renewables
European Union,NA,2,2,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy - Cofiring,renewables
United States,NA,2,2,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy - Cofiring,renewables
Japan,NA,2,2,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy - Cofiring,renewables
Russia,NA,2,2,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy - Cofiring,renewables
China,NA,2,2,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy - Cofiring,renewables
India,NA,2,2,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy - Cofiring,renewables
Middle East,NA,2,2,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy - Cofiring,renewables
Africa,NA,2,2,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy - Cofiring,renewables
Brazil,NA,2,0,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy - Cofiring,renewables
European Union,NA,2,2,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy - Medium-scale CHP,renewables
United States,NA,2,2,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy - Medium-scale CHP,renewables
Japan,NA,2,2,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy - Medium-scale CHP,renewables
Russia,NA,2,2,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy - Medium-scale CHP,renewables
China,NA,2,2,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy - Medium-scale CHP,renewables
India,NA,2,2,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy - Medium-scale CHP,renewables
Middle East,NA,2,2,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy - Medium-scale CHP,renewables
Africa,NA,2,2,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy - Medium-scale CHP,renewables
Brazil,NA,2,2,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy - Medium-scale CHP,renewables
European Union,NA,3,3,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy + CCUS,renewables
United States,NA,3,3,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy + CCUS,renewables
Japan,NA,3,3,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy + CCUS,renewables
Russia,NA,3,3,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy + CCUS,renewables
China,NA,3,3,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy + CCUS,renewables
India,NA,3,3,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy + CCUS,renewables
Middle East,NA,3,3,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy + CCUS,renewables
Africa,NA,3,3,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy + CCUS,renewables
Brazil,NA,3,3,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Bioenergy + CCUS,renewables
European Union,NA,3,3,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Concentrating solar power,renewables
United States,NA,3,3,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Concentrating solar power,renewables
Japan,NA,NA,NA,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Concentrating solar power,renewables
Russia,NA,NA,NA,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Concentrating solar power,renewables
China,NA,3,3,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Concentrating solar power,renewables
India,NA,3,3,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Concentrating solar power,renewables
Middle East,NA,3,3,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Concentrating solar power,renewables
Africa,NA,3,3,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Concentrating solar power,renewables
Brazil,NA,3,3,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Concentrating solar power,renewables
European Union,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Geothermal,renewables
United States,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Geothermal,renewables
Japan,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Geothermal,renewables
Russia,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Geothermal,renewables
China,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Geothermal,renewables
India,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Geothermal,renewables
Middle East,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Geothermal,renewables
Africa,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Geothermal,renewables
Brazil,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Geothermal,renewables
European Union,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Marine,renewables
United States,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Marine,renewables
Japan,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Marine,renewables
Russia,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Marine,renewables
China,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Marine,renewables
India,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Marine,renewables
Middle East,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Marine,renewables
Africa,NA,4,4,Net.Zero.Emissions.by.2050,"Construction Time
(years)",Marine,renewables
